Date,Open,High,Low,Close,Volume,Symbol
2025-06-10,199.8073282051838,203.54250994980842,199.77744796710627,201.869140625,54672600,AAPL
2025-06-11,202.69585666840098,203.69190510411792,197.62597377823997,197.9945068359375,60989900,AAPL
2025-06-12,198.29333609984755,198.890956077424,196.58013147350607,198.41285705566406,43904600,AAPL
2025-06-13,198.94075911963023,199.57822954037988,194.92668495173118,195.67372131347656,51447300,AAPL
2025-06-16,196.52037110088898,197.90487790098294,195.78328974313985,197.6359405517578,43020700,AAPL
2025-06-17,196.42074594971083,197.60604600468164,194.43861931524052,194.86691284179688,38856200,AAPL
2025-06-18,195.16573699325735,196.7893008408277,194.2991796996429,195.80320739746094,45394700,AAPL
2025-06-20,197.45666110928434,200.90298042554332,196.08210930882012,200.20574951171875,96813500,AAPL
2025-06-23,200.83325703321927,201.50060768152076,198.17380945321412,200.70376586914062,55814300,AAPL
2025-06-24,201.78945874554142,202.63610603642124,199.4089034764897,199.50851440429688,54064000,AAPL
2025-06-25,200.65395335177794,202.8651820841085,199.82723133036671,200.76351928710938,39525700,AAPL
2025-06-26,200.63404307360597,201.8392684520338,198.67184150130464,200.20574951171875,50799100,AAPL
2025-06-27,201.09224306842364,202.41698947637084,199.20971189891864,200.2854461669922,73188600,AAPL
2025-06-30,201.21175129212304,206.570497066428,198.47261792694385,204.35926818847656,91912800,AAPL
2025-07-01,205.85332972802502,209.35942450018746,205.3254252695324,206.99879455566406,78788900,AAPL
2025-07-02,208.08449026524102,212.49697770796604,207.31752868499885,211.6005401611328,67941800,AAPL
2025-07-03,211.31166931275297,213.8017903991559,210.97301649264048,212.70614624023438,34955800,AAPL
2025-07-07,211.8395692407974,215.37554414763466,207.97491173225177,209.120361328125,50229000,AAPL
2025-07-08,209.26980118177752,210.59453234535175,207.62631199643187,209.18014526367188,42848900,AAPL
2025-07-09,208.7020406311003,210.49493096772343,206.40117103180637,210.30567932128906,48749400,AAPL
2025-07-10,209.67816220166208,212.63642743345136,209.2000631819418,211.57066345214844,44443600,AAPL
2025-07-11,209.73792710960444,211.29176024279,209.03072603053,210.32559204101562,39765800,AAPL
2025-07-14,209.10044482334126,210.07658325197187,206.71988962428105,207.79562377929688,38840100,AAPL
2025-07-15,208.39327261019983,211.05272033528996,208.09445501444372,208.28370666503906,42296300,AAPL
2025-07-16,209.4689902412225,211.5606828488181,207.8155461810567,209.3295440673828,47490500,AAPL
2025-07-17,209.7379236663323,210.96305897069354,208.761785269157,209.19009399414062,48068100,AAPL
2025-07-18,210.0367321724359,210.95309492429405,208.87135730762196,210.3455047607422,48974600,AAPL
2025-07-21,211.26189276464606,214.92734394651046,210.79374875413163,211.640380859375,51377400,AAPL
2025-07-22,212.29776458434165,214.1006098348481,211.39135685335447,213.5527801513672,46404100,AAPL
2025-07-23,214.15043456376964,214.29983576430007,211.5706725113145,213.3037872314453,46989300,AAPL
2025-07-24,213.05475989741393,214.83769515517375,212.68622683006964,212.91531372070312,46022600,AAPL
2025-07-25,213.85160291428238,214.38947759784276,212.5567368669443,213.03485107421875,40268800,AAPL
2025-07-28,213.18426788884761,214.00103498726418,212.21809958876685,213.20419311523438,37858000,AAPL
2025-07-29,213.33365491441555,213.96117031669576,209.9869466315705,210.43516540527344,51411700,AAPL
2025-07-30,211.06265157316113,211.55072076453234,206.89917652304968,208.2239227294922,45512500,AAPL
2025-07-31,207.66614913739534,209.01080544085684,206.3414028602417,206.74978637695312,80698400,AAPL
2025-08-01,210.03673342752194,212.73603143542957,200.7037642416869,201.58029174804688,104434500,AAPL
2025-08-04,203.70186769022786,207.0585613783641,200.88304868853191,202.5464630126953,75109300,AAPL
2025-08-05,202.59624780213056,204.52858421879685,201.36115745633876,202.11814880371094,44155100,AAPL
2025-08-06,204.81744899810374,214.52892145014,204.77759854868273,212.40733337402344,108483100,AAPL
2025-08-07,218.01508808955717,219.97730473834642,215.7241736307253,219.16053771972656,90224800,AAPL
2025-08-08,219.95737356583322,230.08718413442585,218.3836152444713,228.44371032714844,113854000,AAPL
2025-08-11,227.27701087414155,228.91238364576833,224.12592192869855,226.53909301757812,61806100,AAPL
2025-08-12,227.36674823663387,230.14888579943394,226.429412881848,229.0021209716797,55626200,AAPL
2025-08-13,230.4181341091737,234.33703985510917,229.77992501054072,232.6717529296875,69878500,AAPL
2025-08-14,233.39967872378062,234.4566858681212,230.1987431425788,232.123291015625,51916300,AAPL
2025-08-15,233.33985018068216,233.6190590405621,228.69299310222902,230.9366455078125,56038700,AAPL
2025-08-18,231.04634466466607,232.46233685580373,229.46083388892833,230.23863220214844,37476200,AAPL
